"eagerly;avec impatience;B2;7;Manner"
"early;tôt;A1;9;Time"
"earnestly;sérieusement;B2;6;Manner"
"easily;facilement;A2;8;Degree"
"effectively;efficacement;B2;7;Manner"
"efficiently;efficacement;B2;7;Manner"
"effortlessly;sans effort;B1;6;Manner"
"elaborately;de manière élaborée;C1;4;Manner"
"elegantly;élégamment;B2;6;Manner"
"eloquently;éloquemment;C1;5;Manner"
"emphatically;catégoriquement;B2;6;Degree"
"endlessly;infiniment;B2;6;Frequency"
"energetically;énergiquement;B2;6;Manner"
"engagingly;de manière engageante;C1;4;Manner"
"enjoyably;agréablement;B1;6;Manner"
"enormously;énormément;B1;7;Degree"
"enthusiastically;avec enthousiasme;B1;7;Manner"
"entirely;entièrement;B1;8;Degree"
"equally;également;B1;8;Degree"
"especially;spécialement-particulièrement;B1;8;Degree"
"eventually;finalement;A2;9;Time"
"exactly;exactement;A2;9;Degree"
"excessively;excessivement;B2;6;Degree"
"excitedly;avec excitation;B2;6;Manner"
"exclusively;exclusivement;B2;7;Degree"
"exotically;exotiquement;C1;4;Manner"
"expensively;chèrement;B2;6;Degree"
"expertly;expertement;C1;5;Manner"
"explicitly;explicitement;B2;7;Degree"
"expressly;expressément;C1;5;Degree"
