Xanthic;Xanthique;C2;1
Xenial;Xénial;C2;1
Xenodiagnostic;Xénodiagnostique;C2;1
Xenogenetic;Xénogénétique;C2;1
Xenogenic;Xénogénique;C2;1
Xenogeny;Xénogénie;C2;1
Xenolithic;Xénolithique;C2;1
Xenomorphic;Xénomorphique;C2;1
Xenophobic;Xénophobe;C2;2
Xerarch;Xérarque;C2;1
Xeric;Xérique;C2;1
Xerographic;Xérographique;C2;1
Xerophilous;Xérophile;C2;1
Xerophthalmic;Xérophtalmique;C2;1
Xerophytic;Xérophytique;C2;1
Xerothermic;Xérothermique;C2;1
Xerotic;Xérotique;C2;1
Xiphoid;Xiphoïde;C2;1
Xylary;Xylaire;C2;1
Xylic;Xylique;C2;1
Xylographic;Xylographique;C2;1
Xylographical;Xylographique;C2;1
Xyloid;Xyloïde;C2;1
Xylophagous;Xylophage;C2;1
Xylophilous;Xylophile;C2;1
Xylophonic;Xylophonique;C2;1
Xylose;Xylose;C2;1
Xylothymic;Xylothymique;C2;1
Xylotomous;Xylotome;C2;1
Xyresic;Xyrésique;C2;1
Xyridaceous;Xyridacée;C2;1
Xystic;Xystique;C2;1
Xystus;Xystus;C2;1
