waffle;gaufre;A2;6;CONCRETE
wage;salaire;B1;7;ABSTRACT
wagon;wagon;A2;5;CONCRETE
walkway;passerelle;B1;4;CONCRETE
wall;mur;A1;8;CONCRETE
walnut;noix;A2;4;CONCRETE
walrus;morse;B2;3;CONCRETE
wanderer;vagabond;B2;4;CONCRETE
wanderlust;envie-de-voyager;C1;3;ABSTRACT
war;guerre;A2;7;ABSTRACT
warden;gardien;B1;5;CONCRETE
wardrobe;garde-robe;A2;6;CONCRETE
warehouse;entrepôt;B1;5;CONCRETE
warlock;sorcier;C1;2;CONCRETE
warp;deformation;C2;2;ABSTRACT
warrior;guerrier;A2;6;CONCRETE
wash;lavage;A1;7;ABSTRACT
washer;lave-linge;B1;5;CONCRETE
wasp;guêpe;A2;4;CONCRETE
waste;déchet;A2;7;CONCRETE
wasteland;terrain-vague;B2;3;CONCRETE
watch;montre;A1;8;CONCRETE
watchdog;chien-de-garde;B2;4;CONCRETE
water;eau;A1;10;CONCRETE
watercolor;aquarelle;B2;4;CONCRETE
waterfall;chute-d'eau;B1;5;CONCRETE
watermelon;pastèque;A2;4;CONCRETE
watt;watt;B2;5;ABSTRACT
wave;vague;A2;7;CONCRETE
wax;cire;B1;5;CONCRETE
way;chemin;A1;9;ABSTRACT
wealth;richesse;B1;7;ABSTRACT
weapon;arme;A2;7;CONCRETE
wear;usure;B1;7;ABSTRACT
weasel;belette;B2;3;CONCRETE
weather;temps;A1;9;ABSTRACT
weaver;tisserand;B2;4;CONCRETE
web;toile;A2;6;CONCRETE
webcam;webcam;B1;5;CONCRETE
wedding;mariage;A1;8;ABSTRACT
wedlock;matrimoine;C1;3;ABSTRACT
week;semaine;A1;9;ABSTRACT
weekend;week-end;A1;9;ABSTRACT
weevil;charançon;C1;2;CONCRETE
weight;poids;A2;8;ABSTRACT
welcome;bienvenue;A1;8;ABSTRACT
welder;soudeur;B2;4;CONCRETE
welfare;bien-être;B2;6;ABSTRACT
west;ouest;A1;8;ABSTRACT
whale;baleine;A2;5;CONCRETE
whalebone;baleine;C2;1;CONCRETE
wharf;quai;B2;4;CONCRETE
wheat;blé;A2;6;CONCRETE
wheel;roue;A1;8;CONCRETE
whip;fouet;B1;5;CONCRETE
whisk;fouet;B1;5;CONCRETE
whisper;chuchotement;B1;6;ABSTRACT
white;blanc;A1;8;ABSTRACT
wholesaler;grossiste;B2;5;CONCRETE
wicket;guichet;C1;3;CONCRETE
wicketkeeper;gardien-de-guichet;C2;1;CONCRETE
widget;gadget;B2;5;CONCRETE
widow;veuve;B1;6;CONCRETE
wigwam;wigwam;C1;2;CONCRETE
wildcat;chat-sauvage;B2;3;CONCRETE
wilderness;wilderness;B2;4;CONCRETE
wildlife;faune;B1;6;ABSTRACT
will;volonté;B1;7;ABSTRACT
wind;vent;A1;8;ABSTRACT
windmill;moulin-à-vent;B1;5;CONCRETE
window;fenêtre;A1;8;CONCRETE
windscreen;pare-brise;B1;5;CONCRETE
wine;vin;A1;8;CONCRETE
winery;cave-à-vin;B2;4;CONCRETE
wing;aile;A2;7;CONCRETE
wingtip;extrémité-d'aile;C2;1;CONCRETE
winker;clignotant;C1;3;CONCRETE
winner;gagnant;A2;8;CONCRETE
winter;hiver;A1;8;ABSTRACT
wire;fil;A2;7;CONCRETE
wisdom;sagesse;B2;6;ABSTRACT
wish;souhait;A2;7;ABSTRACT
witch;sorcière;A2;5;CONCRETE
witness;témoin;B1;6;CONCRETE
wobble;vacillement;C1;3;ABSTRACT
wok;wok;B2;4;CONCRETE
wolf;loup;A2;6;CONCRETE
wolfhound;lévrier-irlandais;C2;1;CONCRETE
woman;femme;A1;10;CONCRETE
wombat;wombat;C1;2;CONCRETE
wonder;merveille;B1;6;ABSTRACT
wood;bois;A1;8;CONCRETE
woodpecker;pic;B2;3;CONCRETE
wool;laine;A2;6;CONCRETE
woolens;laine;B2;5;CONCRETE
word;mot;A1;10;ABSTRACT
work;travail;A1;10;ABSTRACT
workbench;établi;B2;4;CONCRETE
workforce;main-d'œuvre;B2;6;ABSTRACT
workout;entraînement;B1;6;ABSTRACT
workshop;atelier;B1;6;CONCRETE
world;monde;A1;10;ABSTRACT
worm;ver;A2;5;CONCRETE
worry;inquiétude;B1;7;ABSTRACT
worship;adoration;B2;5;ABSTRACT
worth;valeur;B1;7;ABSTRACT
wound;blessure;B1;6;CONCRETE
wrap;emballage;A2;6;CONCRETE
wreath;couronne;B2;4;CONCRETE
wreck;épave;B2;4;CONCRETE
wrench;clé;B1;5;CONCRETE
wrestler;lutteur;B2;4;CONCRETE
wrinkle;ride;B1;6;CONCRETE
wrist;poignet;A2;7;CONCRETE
wristband;bracelet;B1;5;CONCRETE
wristwatch;montre;A2;7;CONCRETE
writer;écrivain;A2;7;CONCRETE
writing;écriture;A1;8;ABSTRACT
wrong;faux;A1;8;ABSTRACT
wry;tordu;C1;3;ABSTRACT
wunderkind;enfant-prodige;C2;2;CONCRETE
