"xenobiologies;Xénobiologies;C2;1;ABSTRACT
xenobiology;Xénobiologie;C2;1;ABSTRACT
xenobiotic;Xénobiotique;C2;1;CONCRETE
xenobiotics;Xénobiotiques;C2;1;CONCRETE
xenoblast;Xénoblaste;C2;1;CONCRETE
xenoblasts;Xénoblastes;C2;1;CONCRETE
xenocryst;Xénocristal;C2;1;CONCRETE
xenocrysts;Xénocristaux;C2;1;CONCRETE
xenodiagnoses;Xénodiagnostic;C2;1;ABSTRACT
xenodiagnosis;Xénodiagnostic;C2;1;ABSTRACT
xenogeneses;Xénogenèses;C2;1;ABSTRACT
xenogenesis;Xénogenèse;C2;1;ABSTRACT
xenogenies;Xénogenies;C2;1;ABSTRACT
xenogeny;Xénogenie;C2;1;ABSTRACT
xenograft;Xénogreffe;C2;1;CONCRETE
xenografts;Xénogreffes;C2;1;CONCRETE
xenolith;Xénolithe;C2;1;CONCRETE
xenoliths;Xénolithes;C2;1;CONCRETE
xenomorph;Xénomorphe;C2;1;CONCRETE
xenomorphs;Xénomorphes;C2;1;CONCRETE
xenon;Xénon;B2;3;CONCRETE
xenophile;Xénophile;C1;2;CONCRETE
xenophiles;Xénophiles;C1;2;CONCRETE
xenophobe;Xénophobe;B2;3;CONCRETE
xenophobes;Xénophobes;B2;3;CONCRETE
xenophobia;Xénophobie;B2;4;ABSTRACT
xenophobias;Xénophobies;B2;4;ABSTRACT
xenophobically;Xénophobiquement;C2;1;ABSTRACT
xenophobicallys;Xénophobiquements;C2;1;ABSTRACT
xenophyte;Xénophyte;C2;1;CONCRETE
xenophytes;Xénophytes;C2;1;CONCRETE
xenotime;Xénotime;C2;1;CONCRETE
xenotimes;Xénotimes;C2;1;CONCRETE
xerocopies;Xérocopies;B2;3;CONCRETE
xerocopy;Xérocopy;B2;3;CONCRETE
xeroderma;Xérodermie;C2;1;CONCRETE
xeroderma pigmentosum;Xérodermie pigmentaire;C2;1;CONCRETE
xeroderma pigmentosums;Xérodermies pigmentaires;C2;1;CONCRETE
xerodermas;Xérodermies;C2;1;CONCRETE
xerography;Xérographie;C2;1;ABSTRACT
xerophagies;Xérophagies;C2;1;ABSTRACT
xerophagy;Xérophagie;C2;1;ABSTRACT
xerophilous plant;Plante xérophile;C2;1;CONCRETE
xerophilous plants;Plantes xérophiles;C2;1;CONCRETE
xerophthalmia;Xérophtalmie;C2;1;CONCRETE
xerophthalmias;Xérophtalmies;C2;1;CONCRETE
xerophyte;Xérophyte;C2;1;CONCRETE
xerophytes;Xérophytes;C2;1;CONCRETE
xeroradiographies;Xéroradiographies;C2;1;CONCRETE
xeroradiography;Xéroradiographie;C2;1;ABSTRACT
xerostomia;Xérostomie;C2;1;CONCRETE
xerostomias;Xérostomies;C2;1;CONCRETE
xerox;Xerox;B1;5;CONCRETE
xiphisternum;Xiphisternum;C2;1;CONCRETE
xiphisternums;Xiphisternums;C2;1;CONCRETE
xiphoid;Xiphoïde;C2;1;CONCRETE
xiphoids;Xiphoïdes;C2;1;CONCRETE
xiphosura;Xiphosura;C2;1;CONCRETE
xiphosuran;Xiphosuran;C2;1;CONCRETE
xiphosurans;Xiphosurans;C2;1;CONCRETE
xiphosuras;Xiphosuras;C2;1;CONCRETE
xylem;Xylème;B2;3;CONCRETE
xylophone;Xylophone;A1;10;CONCRETE"
