hail;saluer-hailler;A2;3;ACTION;REGULAR
handle;manipuler-gérer;B1;6;ACTION;REGULAR
harbor;abriter-héberger;B2;4;STATE;REGULAR
harden;durcir;B1;2;ACTION;REGULAR
harm;nuire-blesser;A2;5;ACTION;REGULAR
harvest;récolter-moissonner;B1;3;ACTION;REGULAR
hassle;harceler-embêter;C1;2;ACTION;REGULAR
hatch;éclore;B2;1;ACTION;IRREGULAR
hate;détester-hair;A1;7;STATE;REGULAR
haunt;hanter;C1;1;ACTION;REGULAR
head;diriger-tête;A2;6;ACTION;REGULAR
heal;guérir;A2;4;ACTION;REGULAR
heap;empiler;B2;2;ACTION;REGULAR
hear;entendre;A1;10;STATE;IRREGULAR
heat;chauffer;A2;5;ACTION;REGULAR
heave;hisser-soulever;C1;1;ACTION;IRREGULAR
heckle;chahuter-interrompre;C2;1;ACTION;REGULAR
hedge;haie-éviter;C1;2;STATE;REGULAR
heed;tenir compte de;C2;1;ACTION;REGULAR
help;aider;A1;10;ACTION;REGULAR
hem;ourler;C2;1;ACTION;REGULAR
herald;annoncer-précurseur;C2;2;ACTION;REGULAR
hesitate;hésiter;A2;7;STATE;REGULAR
hew;tailler-hacher;C2;1;ACTION;IRREGULAR
hide;cacher;A1;8;ACTION;IRREGULAR
highlight;souligner-mettre en évidence;B2;6;ACTION;REGULAR
hike;randonner;B1;3;ACTION;REGULAR
hinder;entraver-gêner;C1;3;ACTION;REGULAR
hire;embaucher;A2;7;ACTION;REGULAR
hiss;siffler;B2;2;ACTION;REGULAR
hit;frapper;A1;9;ACTION;IRREGULAR
hobble;boiter;C1;1;ACTION;REGULAR
hog;accaparer;C2;1;ACTION;REGULAR
hoist;hisser;B2;2;ACTION;REGULAR
hold;tenir;A1;10;ACTION;IRREGULAR
hone;affûter;C2;2;ACTION;REGULAR
honk;klaxonner;B1;3;ACTION;REGULAR
hook;accrocher;A2;5;ACTION;REGULAR
hoot;huer;C1;2;ACTION;REGULAR
hop;sauter;A2;4;ACTION;REGULAR
hope;espérer;A1;8;STATE;REGULAR
host;accueillir-hôte;B1;6;ACTION;REGULAR
house;loger;B2;4;ACTION;REGULAR
hover;planer;C1;2;ACTION;REGULAR
howl;hurler;B2;3;ACTION;REGULAR
hug;embrasser;A1;8;ACTION;REGULAR
hum;fredonner;B1;4;ACTION;REGULAR
humble;humilier;C1;3;ACTION;REGULAR
hunt;chasser;A2;5;ACTION;REGULAR
hurry;se dépêcher;A1;7;ACTION;REGULAR
hypnotize;hypnotiser;C2;1;ACTION;REGULAR
hypothesize;hypothétiser;C2;2;STATE;REGULAR
