dance;danse-ACTION;A1;7;ACTION;REGULAR
dare;oser-DÉFI;B2;3;ACTION;IRREGULAR
decide;décider-CHOISIR;A2;8;ACTION;REGULAR
declare;déclarer-ANNONCER;B1;6;ACTION;REGULAR
defend;défendre-PROTÉGER;B1;5;ACTION;REGULAR
delay;retarder-REPORTER;B2;4;ACTION;REGULAR
deliver;livrer-DISTRIBUER;B1;5;ACTION;REGULAR
demand;exiger-DEMANDER;B2;6;ACTION;REGULAR
denounce;dénoncer-ACCUSER;C1;3;ACTION;REGULAR
deny;nier-REFUSER;B2;5;ACTION;REGULAR
depart;partir-QUITTER;A2;7;ACTION;REGULAR
depict;dépeindre-REPRÉSENTER;C1;2;ACTION;REGULAR
deplore;déplorer-REGRETTER;C2;1;STATE;REGULAR
deposit;déposer-PLACER;B2;4;ACTION;REGULAR
describe;décrire-EXPLIQUER;A2;8;ACTION;REGULAR
design;concevoir-CRÉER;B1;6;ACTION;REGULAR
destroy;détruire-RUINER;A2;7;ACTION;REGULAR
detect;détecter-REMARQUER;B2;4;ACTION;REGULAR
determine;déterminer-FIXER;B2;5;ACTION;REGULAR
develop;développer-ÉVOLUER;B1;6;ACTION;REGULAR
devise;concevoir-INVENTER;C1;3;ACTION;REGULAR
devote;dévouer-CONSACRER;C1;2;STATE;REGULAR
dictate;dicter-ORDONNER;B2;4;ACTION;REGULAR
die;mourir-DÉCÉDER;A1;10;STATE;IRREGULAR
differ;différer-DIVERGER;B2;4;STATE;REGULAR
dig;creuser-FOUILLER;A2;7;ACTION;IRREGULAR
diminish;diminuer-RÉDUIRE;B1;6;ACTION;REGULAR
direct;diriger-GUIDER;A2;8;ACTION;REGULAR
disagree;désaccord-DIVERGER;B1;6;STATE;REGULAR
disappear;disparaître-ÉVANOUISSEZ;A2;7;STATE;IRREGULAR
disapprove;désapprouver-REJETER;B2;5;STATE;REGULAR
discover;découvrir-TROUVER;A1;9;ACTION;REGULAR
discuss;discuter-PARLER;A1;10;ACTION;REGULAR
dismiss;rejeter-DÉMIS;B2;5;ACTION;REGULAR
display;afficher-MONTRER;B1;6;ACTION;REGULAR
dispose;disposer-ARRANGER;C1;3;ACTION;REGULAR
disturb;déranger-INTERROMPRE;B1;6;ACTION;REGULAR
divide;diviser-SÉPARER;A2;8;ACTION;REGULAR
do;faire-AGIR;A1;10;ACTION;IRREGULAR
doubt;douter-SUSPECTER;B1;6;STATE;REGULAR
draft;ébaucher-PRÉPARER;C1;3;ACTION;REGULAR
drain;drainer-VIDER;C2;1;ACTION;REGULAR
draw;dessiner-TRAÇER;A1;9;ACTION;REGULAR
dream;rêver-IMAGINER;A1;8;STATE;IRREGULAR
dress;habiller-VÊTIR;A1;9;ACTION;REGULAR
drink;boire-CONSOMMER;A1;10;ACTION;IRREGULAR
drive;conduire-PILOTER;A1;9;ACTION;IRREGULAR
drop;laisser tomber-ABANDONNER;A2;8;ACTION;REGULAR
dwell;habiter-RÉSIDER;C1;2;STATE;IRREGULAR
